id,book,chapter,chapter_name_tamil,chapter_name_english,kural_tamil,transliteration,meaning_english,meaning_tamil,explanation_english,explanation_tamil
991,2,100,பண்புடைமை,Courtesy,"எண்பதத்தால் எய்தல் எளிதென்ப யார்மாட்டும்
பண்புடைமை என்னும் வழக்கு.","Enpadhaththaal Eydhal Elidhenpa Yaarmaattum
Panputaimai Ennum Vazhakku","If one is easy of access to all, it will be easy for one to obtain the virtue called goodness","எவரும் தன்னை எளிதாகக் கண்டு பேசும் நிலையில் வாழ்ந்தால், பண்புடைமை என்னும் நல்வழியை அடைவது எளிது என்று நூலோர் கூறுவர்.","If you're genuinely accessible and easy-going with everyone, you'll naturally develop true goodness—it's actually the simplest path to virtue.

**Enpadhaththaal** — being approachable and easygoing with people, not putting on airs or acting superior.

**Eydhal Elidhen** — achieving or reaching something becomes effortless.

**Panputaimai** — that real, lived goodness—integrity and decency that comes from inside.

The secret sauce here? Stop being standoffish. When you treat everyone with genuine warmth and simplicity, you're not forcing virtue—you're naturally becoming virtuous. It's less about trying hard and more about just being real with people.","எல்லாருடனும் எளிய நடவடிக்கையுடன் பழகுவதன் மூலமே பண்புடைமை என்கிற உயர்ந்த குணத்தை அடைவது ச[U+0BB9][U+0BC2]ஜ என்று இக்குறள் சொல்கிறது.
**""எண்பதத்தால் எய்தல் எளிது""** — சாதாரணமாக, எளிமையாகப் பழகுவதன் மூலம் நல்ல விஷயங்களை அடைவது எளிது என்ற கருத்து.
**""பண்புடைமை""** — நன்றி, கருணை, மரியாதை போன்ற நல்ல குணங்கள் ஒன்றிணைந்த நிலை.
**""வழக்கு""** — மக்களிடையே வழங்கிவரும் சத்தியமான கொள்கை.

மற்றவர்களை ஒரு சிறு மரியாதை கொடுத்து, தகுந்த செவ்வியுடன் அணுகினால், மனிதர்கள் நாம்மீது நல்ல பார்வை வைத்துக்கொள்வர். இதுவே பண்பு வளர்ச்சிக்கு அடிக்கல்லாகிறது. இன்றைய சமூக வாழ்க்கையில், ஒருவரின் மரியாதையும் தகுந்த நடவடிக்கையுமே உதவிகளை நிஜமாக"
992,2,100,பண்புடைமை,Courtesy,"அன்புடைமை ஆன்ற குடிப்பிறத்தல் இவ்விரண்டும்
பண்புடைமை என்னும் வழக்கு.","Anputaimai Aandra Kutippiraththal Ivvirantum
Panputaimai Ennum Vazhakku","Affectionateness and birth in a good family, these two constitute what is called a proper behaviour to all",எல்லாரிடமும் அன்புள்ளவனாக வாழ்வது. உலகத்தோடு ஒத்து வாழும் குடும்பத்தில் பிறந்திருத்தல் இவை இரண்டும் பண்புடைமை என்னும் நல்ல வழிகளாகும்.,"True good character isn't about fancy clothes or status—it's about two simple things working together.

**Anputaimai** — having genuine affection and kindness toward everyone around you, not just the people who matter to you.

**Kutippiraththal** — coming from a family that values ethics and good living, so you've grown up seeing how decent people behave.

**Panputaimai** — this is what real respectability looks like, the kind everyone actually admires.

The cool part? You can't fake either one. Real character comes when you've got loving kindness *and* you're rooted in a decent family culture. They're the two legs you need to stand on.","ஒருவர் சிறந்தவராக மதிக்கப்பட வேண்டுமானால், இரண்டே இரண்டு விஷயம் போதும் என்கிறது இந்தக் குறள்.
**""அன்புடைமை""** — எல்லாரிடத்திலும் நேர்மையான பாசமும் அரவணைப்பும் இருப்பது. பெரியவர், சிறியவர், எதிரிக்கூட இந்த அன்பை காட்டக்கூடிய உள்ளம்.
**""குடிப்பிறத்தல்""** — நல்ல குடும்பத்தில் பிறந்ததால் வருகிற நல்ல பண்பு, நல்ல பக்குவம். சமுதாயத்துடன் ஒத்து வாழும் திறமை.

இந்த இரண்டையும் கொண்டிருப்பவர்தான் **""பண்புடைமை""** — அதாவது, உண்மையான நல்ல மனிதராக ஏற்றுக்கொள்ளப்படுபவர்.

இன்றைய உலகத்திலும் பணமோ, சாதியோ, தகுதியோ பெரிய விஷயம் அல்ல. மாறாக, உனக்கு ஆன்மீக பதங்கள் தெரிந்திருப்பதா, மனிதர்களை நம்பிக்கை கொண்டு நடத்த முடிகிறதா — இதுவே உண்மையான சிறப்பு."
993,2,100,பண்புடைமை,Courtesy,"உறுப்பொத்தல் மக்களொப்பு அன்றால் வெறுத்தக்க
பண்பொத்தல் ஒப்பதாம் ஒப்பு.","Uruppoththal Makkaloppu Andraal Veruththakka
Panpoththal Oppadhaam Oppu",Resemblance of bodies is no resemblance of souls; true resemblance is the resemblance of qualities that attract,உறுப்புக்களின் தோற்றத்தால் பிறருடன் ஒத்திருப்பது ஒப்பு ஆகாது; உள்ளத்துடன் இணையும் பண்பால் பிறருடன் ஒத்திருப்பதே ஒப்பு ஆகும்.,"You can't judge people's worth by how they look.

**Uruppoththal** — looking identical in body or appearance means zilch when it comes to real connection.

**Panpoththal** — matching in character, virtue, and integrity is what actually counts.

**Oppu** — genuine likeness or worthiness only comes from shared values and good conduct, not shared cheekbones.

So basically, two people could be twins, but if one's a jerk and the other's kind, they're worlds apart. True belonging to the human community happens when your *character* resonates with someone else's, not your face.","வெளிப்புறமான உடல் வடிவம் ஒத்திருப்பது உண்மையான ஒப்புமை இல்லைங்க. ஏன்னா, உடம்பு மாறிடும், வயது ஆனதும் சிதையுதாலும் அது நிலைபெறாது. ஆனா நல்ல குணங்களைக் கொண்டவர்கள் — அவர்களோட செம்மையான பண்பு, நேர்மையான நடத்தை, பிறரை மதிக்கும் மனோபாவம் — இவையே ஒருவரை உண்மையிலே மக்களோடு ஒத்தாய் நிற்கச்செய்கிறது.
**""உறுப்பொத்தல்""** — வெளிப்புறத்தோற்றம், சாராஂசமற்ற வடிவ ஒப்புமை

**""பண்பொத்தல்""** — குணாக்கிரஹங்கள், ஆகாரச்சாயல், அகத்திலிருந்து வரும் மனிதத்தன்மை

**""ஒப்பு""** — மதிப்பான, பேணத்தக்க அரிய நிலை

இன்றைய நாளில் சோஷ்யல் மீடியாவில் வெளிப்புறம் மாட்டிக்கொட்டினாலும் மக்கள் பாராட்டுறவம் இல்ல. உள்ளம் நல்லலா, பேச்சு நேர"
994,2,100,பண்புடைமை,Courtesy,"நயனொடு நன்றி புரிந்த பயனுடையார்
பண்புபா ராட்டும் உலகு.","Nayanotu Nandri Purindha Payanutaiyaar
Panpupaa Raattum Ulaku",The world applauds the character of those whose usefulness results from their equity and charity,நீதியையும் அறத்தையும் விரும்பிப் பிறர்க்கும் பயன்படுபவரின் பண்பினை உலகத்தவர் சிறப்பித்துப் பேசுவர்.,"When you combine fairness with generosity, the whole world can't help but celebrate who you are.

**Nayanotu** — justice and equity; doing what's right, not what's easy.

**Nandri** — goodness and charity; actively helping others without expecting payback.

**Payanutaiyaar** — people whose entire lives are built on this combo of fairness and usefulness to others.

The real magic here? It's not that these people seek applause—they don't. But when you stack integrity with genuine kindness, the world naturally respects and praises your character. That's just how goodness works.","நீதியையும் நன்மையையும் விரும்பிப் பிறருக்குப் பயன்படுபவர்களின் நல்ல பண்பை உலகம் சிறப்பித்துப் பேசும் என்கிறது இக்குறள்.
**""நயனொடு""** — நீதி, சரியான முடிவு, நேர்மையான பாதை; குறிப்பாக பிறருடனான வாழ்க்கையில் சரியாக நடந்துகொள்ளும் பண்பு.
**""நன்றி""** — உபகாரம், தர்மமான செயல், பிறருக்கு நன்மை செய்தல்; வெறுமே பொருளல்ல, மனதுடன் செய்யும் நல்ல விஷயங்கள்.
**""பயனுடையார்""** — யாரென்றால், தங்கள் செயல்களால் சமூகத்திற்கு உண்மையான பலன் தரக்கூடியவர்கள்.

இப்படி நீதி மற்றும் பதவிகளைக் கூட சுயநலத்திற்கு வலிய திரிக்காமல் உள்ளத்துடன் கடைப்பிடிப்பவர்கள் — அவர்கள் எப்போதும் மாற்றும் அந்தஸ்தே இழந்தாலும் — மனுஷ மனதில் அழுத்தம் பெற்றவர்களாவார். அதுவே உண்மையான புகழ"
995,2,100,பண்புடைமை,Courtesy,"நகையுள்ளும் இன்னா திகழ்ச்சி பகையுள்ளும்
பண்புள பாடறிவார் மாட்டு.","Nakaiyullum Innaa Thikazhchchi Pakaiyullum
Panpula Paatarivaar Maattu",Reproach is painful to one even in sport; those (therefore) who know the nature of others exhibit (pleasing) qualities even when they are hated,"விளையாட்டில் விளையாட்டிற்காகக்கூட ஒருவனை இகழ்ந்து ஏளனமாகப் பேசுவது அவனுக்கு மன வருத்தத்தைத் தரும்; அதனால் மற்றவர்களிடம் எப்படி நடந்து கொள்ள வேண்டும் என்று அறியும் திறம் உள்ளவர்கள், பகைவர்களிடம் கூட ஏளனமாகப் பேசார்.","Even joking insults hurt people, so truly wise folks stay classy and kind even toward enemies.

**Nakaiyullum** — Even when you're just joking around or being playful, mockery still stings. It's not harmless fun like people think.

**Panpula Paatarivaar** — People who actually understand human nature and know how folks tick don't need to wait for an enemy to show their true character. They're genuinely decent no matter what.

**Pakaiyullum** — Even *toward* enemies, someone with real wisdom keeps their good qualities intact. Being cruel to someone you dislike is just sloppy character.","விளையாட்டாகக் கூட ஒருவரை இகழ்ந்து கேலி செய்வது அவர்க்கு உண்மையான வலி தரும். அதனால் மானுட மனோபாவத்தை அறிந்த புத்திமான்கள் பகைவர்களிடமே பண்புடன் நடந்து கொள்வார்கள் என்பதுதான் இக்குறளின் செய்திக்கு.
**""நகையுள்ளும் இன்னா""** — ஒரு கேலி, சிரிப்பு என்று மட்டாக்கினாலும் அது காயம் வாய்ப்புடையது.
**""பண்புள""** — உணர்வுடையவர், நண்பர், பகைவர் என எவர் முன்னிலையும் தன் நல்ல குணங்களை விடாதவர்.
**""பாடறிவார்""** — மனிதர்கள் எப்படி இருக்கிறார்கள், எப்படி உணர்கிறார்கள் என்பதை ஆழமாக புரிந்து கொண்டவர்கள்.

சத்தியமும், நல்ல பழக்கமும் மாறாத கொள்கையாக இருந்தால் வாழ்க்கை சுகமயமாக இருக்கும்."
996,2,100,பண்புடைமை,Courtesy,"பண்புடையார்ப் பட்டுண்டு உலகம் அதுஇன்றேல்
மண்புக்கு மாய்வது மன்.","Panputaiyaarp Pattuntu Ulakam Adhuindrel
Manpukku Maaivadhu Man","The (way of the) world subsists by contact with the good; if not, it would bury itself in the earth and perish",பண்புடையவர்கள் வாழ்வதால்தான் மக்கள் வாழ்க்கை எப்போதும் நிலைத்து இருக்கிறது. அவர்கள் மட்டும் வாழாது போவார் என்றால். மனித வாழ்க்கை மண்ணுக்குள் புகுந்து மடிந்து போகும்.,"Good, virtuous people are basically the glue holding society together—without them, civilization collapses.

**Panputaiyaar** — people with character and integrity, folks who actually live by solid values.

**Pattuntu** — through contact or connection with them; society literally depends on proximity to their influence.

**Ulakam** — the world, human civilization, the whole social order.

**Mandi** — the mind or the very essence of how things work—basically everything meaningful about human life.

The core idea? Strip away people of conscience and virtue, and the whole system doesn't just decline—it gets buried underground and dies. We need good people to keep things real.","பண்புள்ள மனிதர்கள் உலகத்தில் இருப்பதாலே சமூகம் நன்றாய் நிற்கிறது. அவர்கள் இல்லாவிட்டால் மனிதத்தன்மை நாசமாகிவிடும்.
**""பண்புடையார்""** — நல்ல குணம் உடையவர், ஒழுக்க சீலர்; சமூகத்தின் நம்பிக்கையான மூலதனம்.
**""மண்ணில் மாய்வது""** — மண்ணில் புதைந்து பொய்யாய் போவது; நாகரிகத்தையை முற்றிலும் இழந்துவிடுவது.
**""உலகம் பட்டுண்டு""** — உலக வாழ்க்கை தொடர்ந்து நடைபெறுவது, அவர்களைச் சார்ந்து நிலைத்திருப்பது.

உண்மைதான்—நீதிமான் மனிதர் இல்லாவிட்டால் சமூகம் செயல்படாது. இன்றும் நம்மைச் சுற்றிய நல்ல மனிதர்களே வாழ்க்கையை அர்த்தமாக்குகிறார்கள்."
997,2,100,பண்புடைமை,Courtesy,"அரம்போலும் கூர்மைய ரேனும் மரம்போல்வர்
மக்கட்பண்பு இல்லா தவர்.","Arampolum Koormaiya Renum Marampolvar
Makkatpanpu Illaa Thavar","He who is destitute of (true) human qualities (only) resembles a tree, though he may possess the sharpness of a file",மனிதப்பண்பு இல்லாதவர்கள் அரம் போல அறிவுக்கூர்மை படைத்தவர் என்றாலும் ஓர் அறிவு படைத்த மரத்தைப் போன்றோரே.,"Being smart means nothing if you lack basic human decency and kindness toward others.

**Arampolum** — like a file that's razor-sharp but has no purpose beyond cutting, intelligence without humanity is just a tool with no soul.

**Koormaiyar** — sharpness, cleverness, brilliance—all great qualities, but they're hollow without compassion.

**Makkatpanpu** — the qualities that make us actually human: empathy, generosity, respect for others—these are what separate us from just being alive.

**Marampolvar** — a tree has life but no real awareness or connection; a person without human values is basically the same, just breathing.

So yeah, you can be the smartest person in the room, but if you're a jerk about it, you're basically just a very aware wooden log.","மக்களுக்குரிய பண்பு இல்லாதவர், எவ்வளவு கூர்மையான அறிவு படைத்திருந்தாலும், மரத்தைப் போன்றவரே ஆவார் என்பதுதான் இக்குறளின் செய்திப்பு.
**""அரம்போலும் கூர்மை""** — கோடரியைப் போல் நூண்ணியதான, கெடுக்கமுடியாத அறிவு. எவ்வளவு வேலை வந்தாலும் சரிக்கட்டிவிடுகிற ஞானம் என்று பொருள்.
**""மரம்போல்வர்""** — வெறும் அடியாக நின்றிருக்கும் மரம்; உயிரும் சுவாசமும் இருக்குதான்கூட, ஆனாலும் மக்களுக்கு பயனாக ஒன்றும் செய்யாத ஒரு சாகத்தை மரம் விதைக்கிறது.
**""மக்கட்பண்பு""** — மனிதராக பிறந்தவரிடம் இருக்க வேண்டிய பாசம், மாண்பு, கருணை, நீதி இவையெல்லாம்.

அறிவும் பெருக்கமும் இருந்தாலும், மக்களோடு நல்ல உறவையும் பண்பையும் வைத்திருக்கவில்லனா? அப்ப அந்த அறிவு வெறுமே த"
998,2,100,பண்புடைமை,Courtesy,"நண்பாற்றார் ஆகி நயமில செய்வார்க்கும்
பண்பாற்றார் ஆதல் கடை.","Nanpaatraar Aaki Nayamila Seyvaarkkum
Panpaatraar Aadhal Katai",It is wrong (for the wise) not to exhibit (good) qualities even towards those who bearing no friendship (for them) do only what is hateful,தம்முடன் நட்புச் செய்யாமல் பகைமை கொண்டு தீமையே செய்பவர்க்கும் கூடப் பண்பற்றவராய் வாழ்வது இழுக்கே.,"Even when someone's genuinely awful to you—hostile, doing nasty things—you still shouldn't ditch your good manners. Sounds counterintuitive, right? But that's the whole point.

**Nanpaatraar** — people who aren't your friends, who actively work against you.

**Nayamila seyvaar** — those doing pointless, hateful stuff.

**Panpaatraar aadhal** — losing your dignity and good character. The wisdom here is that *your* integrity isn't their gift to you. You don't earn the right to be rude just because someone else is. Staying classy when dealing with jerks? That's the real flex.","நம்மைப் புண்ணியம் செய்யாமல், பகைமையோடு தீமை செய்பவர்கள் இருப்பார்கள். அப்படி இருப்பவர்களிடம்கூட நாம் பண்பு இழந்து நடந்துகொள்வது பெரிய இழுக்கு என்கிறார் திருவள்ளுவர். நட்பு கிடைக்காத பகையர்களிடம்கூட நம்முடைய நல்ல பண்பைக் காட்டுவது தான் உன்னதமான வாழ்க்கை.
**""நயமில செய்வார்""** — தீமை செய்கிற மனிதர்கள்.
**""பண்பாற்றார் ஆதல்""** — நம் பண்பை இழப்பது, கெட்ட குணம் காட்டுவது.
**""கடை""** — இழிவான, வெட்கிற செயல்.

எதிரி எப்படி நடந்துகொண்டாலும், நாம் நமது பண்பு இழக்கக் கூடாது. இதுதான் உண்மையான மனிதத்தன்மை."
999,2,100,பண்புடைமை,Courtesy,"நகல்வல்லர் அல்லார்க்கு மாயிரு ஞாலம்
பகலும்பாற் பட்டன்று இருள்.","Nakalvallar Allaarkku Maayiru Gnaalam
Pakalumpaar Pattandru Irul","To those who cannot rejoice, the wide world is buried darkness even in (broad) day light","நல்ல பண்பு இல்லாததால் மற்றவர்களுடன் கலந்து பேசி மனம் மகிழும் இயல்பு இல்லாதவர்க்கு, இந்தப் பெரிய உலகம் இருள் இல்லாத பகல் பொழுதிலும் கூட இருளிலே இருப்பது போலவாம்.","If you can't enjoy connecting with others, your whole world becomes a miserable prison—even when the sun's shining.

**Nakalvallar** — people who actually know how to bond and share joy with others. It's a skill, really—the ability to let loose and genuinely enjoy company.

**Allaarkku** — for those *without* this gift. They're locked out of that warmth.

**Pakalum paar pattandru irul** — even broad daylight feels like pitch-black darkness to them. The world's massive and full of possibility, but they're too isolated or stiff to feel it.

So basically: loneliness isn't about being alone—it's about not knowing how to connect. That kills everything, even sunshine.","பிறரோடு நல்லவண்ணம் கலந்து பழகி மகிழ்ச்சி அடைய முடியாதவர்களுக்கு, இந்த பெரிய உலகம் பகல் வெளிச்சத்திலேயே இருட்டாகவே தோன்றும் என்கிறார் திருவள்ளுவர்.
**""நகல்வல்லர்""** — பிறருடைய குணத்தைப் புரிந்துகொண்டு, அவர்களுடன் சிரிப்பும் பேச்சும் மூலம் நெருங்கி பழகத் தெரிந்தவர்கள். இது பொதுவாக மனம் திறந்து வாழ்கிறவர்களைக் குறிக்கும்.
**""ஞாலம்""** — இந்த விசாலமான உலகம். எத்தனை பெரிய, பழுத்த, வளமான உலகமாயிருந்தாலும் ஒரு பொருட்டு இல்லை.
**""இருள்""** — வெறும் இருட்டு என்றல்ல, மனத்தின் கதறும் ஒரு குரல் — தனிமை, அர்த்தமின்மை.

மனிதர்களுடன் உண்மையான பந்தம் கட்ட முயாதவர்கள் எவ்வளவு செல்வம், சாதனை பெற்றாலும் உள்ளூர இருந்த குறை போகாது."
1000,2,100,பண்புடைமை,Courtesy,"பண்பிலான் பெற்ற பெருஞ்செல்வம் நன்பால்
கலந்தீமை யால்திரிந் தற்று.","Panpilaan Petra Perunjelvam Nanpaal
Kalandheemai Yaaldhirin Thatru",The great wealth obtained by one who has no goodness will perish like pure milk spoilt by the admixture of brine.,"நல்ல பண்பு இல்லாதவன் அடைந்த பெரும் செல்வம், பாத்திரக் கேட்டால் அதிலுள்ள நல்ல பால் கெட்டுப் போவது போலாம்.","Massive wealth in the hands of someone without moral character is basically worthless—like pouring good milk into a dirty, contaminated vessel.

**Panpilaan** — someone totally lacking in goodness or integrity. This person is the problem, not their bank balance.

**Perunjelvam** — that big, impressive fortune they've somehow accumulated. Sounds great on paper, right?

**Nanpaal kalandheemai** — pure milk spoiled by a filthy container. It's the vessel's fault, not the milk's. Same deal: the wealth isn't bad; the person holding it corrupts everything.

So no matter how rich you get, without character you'll squander it all. Money needs a good person to manage it properly.","பண்புணர்ச்சி இல்லாத மனிதன் சம்பாதிக்கும் பெரிய செல்வமெல்லாம் வீணாகிவிடுமென்கிறார் திருவள்ளுவர். நல்ல குணமே இல்லாத ஒருவனிடம் அதிக பணம் சேர்ந்தாலும், அது கெட்ட பாத்திரத்தில் ஊற்றிய நல்ல பாலைப்போல் சீரழிந்துபோகும்.
**""பண்பிலான்""** — நல்ல குணம், நன்மதி, நேர்மை எதுவும் இல்லாதவன்.
**""நன்பால் கலந்தீமையால்""** — தூய்மையான பாலும் ஒரு அசுத்தமான பாத்திரத்தில் சேர்ந்தால் உடனே கெட்டுப்போய்விடும்.

ஆதியில் எத்தனை பணம் இருந்தாலும், கொள்ளைக்காரனிடை அதுவும், ஆளுமை இல்லாத மனிதனிடையும் தவிர்க்கப்படும். குணமே ஒருவனின் செல்வத்தின் உண்மையான காப்பாளி."
1001,2,101,நன்றியில் செல்வம்,Wealth without Benefaction,"வைத்தான்வாய் சான்ற பெரும்பொருள் அஃதுண்ணான்
செத்தான் செயக்கிடந்தது இல்.","Vaiththaanvaai Saandra Perumporul Aqdhunnaan
Seththaan Seyakkitandhadhu Il","He who does not enjoy the immense riches he has heaped up in his house, is (to be reckoned as) dead, (for) there is nothing achieved (by him)","தன் வீடு நிறையப் பெரும்பொருள் சேர்த்து வைத்திருந்தும், கஞ்சத்தனத்தால் அதை அனுபவிக்காதவனுக்கு அப்பொருளால் பயன் இல்லை. ஆதலால் அவன் இருந்தாலும் இறந்தவனே.","Hoarding wealth without using it is basically pointless—you're just a living corpse.

**Vaiththaan** — he's stuffed his house so full of riches, money's literally everywhere.

**Vaai** — but look at his mouth, his consumption, his actual enjoyment of it. Nothing. Zero.

**Seththaan** — so when that guy dies,

**Seyakkitandhadhu Il** — all that accumulated wealth achieved absolutely nothing for him. The money didn't feed anyone, didn't help anyone, didn't bring him a moment of real joy.

The point hits hard: wealth locked away unused is dead weight. You might as well be dead yourself.","வீட்டில் குவிந்த செல்வத்தை வாங்கி வைத்துக்கொண்டு, அதை நுகர்ந்து உயிர்த் தேவை நிறைவு செய்யாமல் செத்துப் போகிறவனுக்கு அந்தப் பொருளினால் எந்தப் பயனுமே இல்லை என்பது இக் குறளின் செய்தி.
**""வைத்தான்வாய்""** — தன் வீட்டிலே குவிந்து கிடக்கும் செல்வத்தை.
**""சான்ற பெரும்பொருள்""** — சாதாரணமான சிறு செல்வம் அல்ல, மிகுந்த செழுமை.
**""அஃதுண்ணான்""** — அதை அனுபவிக்காத, ஊக்கம் தராத மனிதன்.

பொருளை சேர்த்து வைக்கும் முயற்சிதான் வாழ்க்கையின் பொருளோ? இல்லை, அதை நுகர்ந்து இன்புறவும் தான் அதன் சரியான பயன். கஞ்சத்தனம் கொண்டு குவைத்த செல்வம் கல் சமம். அது வாழ்க்கையை எந்த விதமும் மாற்றுவதில்லை, வெறும் எண்ணுதலாய் மாறிப் போகிறது."
1002,2,101,நன்றியில் செல்வம்,Wealth without Benefaction,"பொருளானாம் எல்லாமென்று ஈயாது இவறும்
மருளானாம் மாணாப் பிறப்பு","Porulaanaam Ellaamendru Eeyaadhu Ivarum
Marulaanaam Maanaap Pirappu",He who knows that wealth yields every pleasure and yet is so blind as to lead miserly life will be born a demon,"பொருளால் எல்லாவற்றையும் சாதிக்கலாம் என்று எண்ணி அதைத் தேடிய பின் தானும் அனுபவிக்காமல், பிறர் தேவைக்கும் அதைத் தராமல் கஞ்சனாக வாழ்பவனின் மயக்கத்தால் அவனுக்கு முழுமையற்ற பேய்ப்பிறப்பு உண்டாகும்.","If you know money can get you everything, but you're so deluded that you hoard it without spending or sharing, you're heading for a pretty miserable rebirth.

**Porulaanaam** — wealth, the tool that unlocks all life's pleasures.

**Ellaamendru** — everything, every joy and comfort imaginable.

**Eeyadhu Ivarum** — yet this miser won't give anything away, not even to himself.

**Marulaanaam** — that delusion, that mental blindness, is the real problem here.

**Manaap Pirappu** — results in a lowborn, degraded birth next time around.

So the irony cuts deep: you know money opens doors, but your stinginess closes them—and locks you into something worse than human.","பணம் எல்லாமும் வாங்கிவிடும் என்று தெரியும் ஆனாலும் அதைப் பிறருக்குக் கொடுக்காமல் கெட்டுப்போய் வைத்திருக்கிற மயக்கத்தில் வாழ்பவன், சிறப்புமில்லாத கொடிய பிறப்பு பெறுவான் என்று சொல்கிறது இக்குறள்.
**""பொருளானாம் எல்லாம்""** — பணம் இருந்தால் உலகில் தேவையான எல்லாவும் சரியாயிடுமாம்.
**""இவறும்""** — ஆயினும் பணத்தை விடாமல் நெருக்கமாப் பிடிக்கிற பேராசைக்கு.
**""மருளானாம் மாணாப் பிறப்பு""** — அந்தப் பேய்மை காரணமாக அழுக்கான பிறப்பைப் பெறுவான்.

பணத்தை பெருக்கிக்கொள்வதும் அவசியம், ஆனால் அதை நல்ல வழியில் பகிரவும் வேண்டுமே. இல்லாவிட்டால் எவ்வளவு பணம் இருந்தாலும் மனசு ஆரோக்கியமாக இருக்காது."
1003,2,101,நன்றியில் செல்வம்,Wealth without Benefaction,"ஈட்டம் இவறி இசைவேண்டா ஆடவர்
தோற்றம் நிலக்குப் பொறை.","Eettam Ivari Isaiventaa Aatavar
Thotram Nilakkup Porai",A burden to the earth are men bent on the acquisition of riches and not (true) fame,மற்றவரைவிட நாம் அதிகம் பொருள் சேர்க்க வேண்டும் என்று பொருள் சேர்ப்பதையே விரும்பிப் புகழை விரும்பாத மனிதரின் பிறப்பு இப்பூமிக்குப் பாரமே.,"Men obsessed with hoarding wealth but totally indifferent to earning genuine respect are basically just dead weight on the planet.

**Eettam** — the relentless chase to pile up more and more money, treating accumulation like it's the whole point of living.

**Ivari** — these guys who've fallen into that trap, clinging to greed instead of caring what people actually think of their character.

**Isaiventaa** — they couldn't care less about fame or honor, the stuff that actually matters.

The real punch? A life spent only grabbing cash while ignoring your reputation isn't just empty—it's a burden the earth didn't need to carry.","பொருள் சேர்ப்பதற்கு மட்டுமே ஆசை கொண்டு, புகழையும் நல்ல பெயரையும் பொருட்படுத்தாத மனிதர்கள் பிறந்து வாழ்வது இந்தப் பூமிக்கே ஒரு சுமையாக மாறிவிடுகிறது என்பது திருவள்ளுவரின் கடுமையான கருத்து.
**""ஈட்டம் இவறி""** — பணத்தைப் பெருக்குவதற்காகவே மனதைப் பறிகொடுத்து, எல்லா நேரமும் அதையே நினைத்துக் கொண்டிருப்பது.
**""இசைவேண்டா""** — புகழும் மதிப்பும் நாடாமல் புறக்கணித்துவிடுவது.
**""தோற்றம் நிலக்குப் பொறை""** — அவர்களின் வாழ்க்கை பூமியுக்கு சுமையாகிவிடுகிறது.

சமூகத்திற்கு பதிலாக தன் வயிற்றுக்கு மட்டும் சேர்க்கும் மனிதனின் பிறப்பு வீணாகப் போனது என்றே சொல்லலாம். நவீன உலகில் செல்வம் மட்டுமே சிந்திக்கும் மக்கள் சமூகத்தை பலவீனமாக்கிவிடுகிறார்கள்தான்."
1004,2,101,நன்றியில் செல்வம்,Wealth without Benefaction,"எச்சமென்று என்எண்ணுங் கொல்லோ ஒருவரால்
நச்சப் படாஅ தவன்.","Echchamendru Enennung Kollo Oruvaraal
Nachchap Pataaa Thavan",What will the miser who is not liked (by any one) regard as his own (in the world to come) ?,"பிறர்க்கு ஏதும் வழங்காதவன் ஆதலால் எவராலும் விரும்பப்படாத அவன், தன் காலத்திற்குப் பின் தன்னை நினைவுபடுத்தி நிற்கப்போவது என்று எதை எண்ணுவான்?","What's the point of hoarding wealth if nobody likes you?

**Echchamendru** — ""leftover"" or what remains after you're gone. The couplet's basically saying, a stingy person who never helps anyone won't be remembered or missed. So what legacy do they think they're leaving behind?

**Kollo** — this is the punch: ""what will they regard as theirs?"" It's sarcastic. A miser who refuses to give becomes invisible to society.

**Nachchap Pataaa Thavan** — someone not desired or loved by anyone. The brutal truth here is that money without generosity buys you nothing—not affection, not memory, not a shred of lasting value.","பிறருக்கு உதவாமல், கையிலுள்ள பொருளை வெறுமே குவிக்கும் ஒரு மனிதனை யாரும் விரும்பமாட்டார். இப்படியான தன்மையற்ற ஆளை நினைத்துப் பாருங்கள் — இறந்துபோன பிறகு, இவன் பெயர் வாழ்ந்து நிற்கப் போவதாக என்ன இருப்பது?

**""எச்சம்""** — அதாவது பிறகு எஞ்சி நிற்பது, நினைவுபடுத்திக் கொண்டிருப்பது.
**""நச்சப்படாஅ தவன்""** — ஒருவராலும் ஆரோக்கியமாக விரும்பப்படாதவன் என்று பொருள்.

செல்வத்தை மட்டும் சேர்த்து வைத்துக்கொண்டு, பிறரின் வாழ்க்கையை மேன்மைப்படுத்த மறந்தவன் — தன்னுடைய குடும்பம் கூட அவன் இல்லாதிருந்தால் சந்தோஷப்பட்டுவிடும். அதான் நிஜ வாழ்க்கையின் தோல்வி."
